Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
Bell G.J.,7402206155;,Breathing entrainment and respiratory muscle training for rowing,2013,Routledge Handbook of Ergonomics in Sport and Exercise,,,,18,25,,,10.4324/9780203123355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062257718&doi=10.4324%2f9780203123355&partnerID=40&md5=0df753172d54a1d19ed7aa608d812bd4,,Physical therapy; Respiratory muscles; Ergonomics,Book Chapter,Final,,Scopus,2-s2.0-85062257718
Braun W.A.,7202783303;,Neuromuscular adaptations in running,2013,Routledge Handbook of Ergonomics in Sport and Exercise,,,,26,36,,,10.4324/9780203123355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062257580&doi=10.4324%2f9780203123355&partnerID=40&md5=394224a89b05683814290035a572380f,,Physical therapy; Ergonomics,Book Chapter,Final,,Scopus,2-s2.0-85062257580
"Keogh J., Burkett B.",7101791453;6701773095;,"Kinematics of shot-put, discus and javelin throwing in paralympic athletes",2013,Routledge Handbook of Ergonomics in Sport and Exercise,,,,569,580,,,10.4324/9780203123355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062257509&doi=10.4324%2f9780203123355&partnerID=40&md5=9b8a0b15441af8ba54bb2ff8241520a5,,Physical therapy; Shot-put; Ergonomics,Book Chapter,Final,,Scopus,2-s2.0-85062257509
Knechtle B.,23397282500;,Environmental factors for fatigue and injury in ultra-endurance sports,2013,Routledge Handbook of Ergonomics in Sport and Exercise,,,,63,70,,,10.4324/9780203123355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062257173&doi=10.4324%2f9780203123355&partnerID=40&md5=c4dc6aeb880fa97baa30586e9cce8376,,Physical therapy; Environmental factors; Ergonomics,Book Chapter,Final,,Scopus,2-s2.0-85062257173
"Hennig E.M., Althoff K.",57196699689;39761019500;,Influence of soccer shoe construction on performance and injuries,2013,Routledge Handbook of Ergonomics in Sport and Exercise,,,,364,375,,,10.4324/9780203123355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062256898&doi=10.4324%2f9780203123355&partnerID=40&md5=219e9005893238a9020ca9c947194265,,Physical therapy; Ergonomics,Book Chapter,Final,,Scopus,2-s2.0-85062256898
"Martin C., Prioux J.",55483465100;6603733420;,The effect of playing surfaces on performance in tennis,2013,Routledge Handbook of Ergonomics in Sport and Exercise,,,,290,302,,2,10.4324/9780203123355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062256836&doi=10.4324%2f9780203123355&partnerID=40&md5=07718143cf9e52c53d2fecf6e1eb6845,,Physical therapy; Ergonomics,Book Chapter,Final,,Scopus,2-s2.0-85062256836
"Limroongreungrat W., Wang Y.T.",6504207480;57207186429;,Three-dimensional pushrim forces during different racing wheelchair propulsion speeds,2013,Routledge Handbook of Ergonomics in Sport and Exercise,,,,549,556,,,10.4324/9780203123355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062256769&doi=10.4324%2f9780203123355&partnerID=40&md5=fa89e93d7e90b2f762114fb27d20b284,,Physical therapy; Wheelchair propulsion; Ergonomics,Book Chapter,Final,,Scopus,2-s2.0-85062256769
Broeder C.E.,6701603738;,Metabolic testing principles for optimizing performance testing and training goals in sport and exercise,2013,Routledge Handbook of Ergonomics in Sport and Exercise,,,,236,246,,,10.4324/9780203123355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062256340&doi=10.4324%2f9780203123355&partnerID=40&md5=01dc2a15666464231f3b79992b8b6f50,,Physical therapy; Optimizing performance; Training goals; Ergonomics,Book Chapter,Final,,Scopus,2-s2.0-85062256340
"Hong Y., Wang L., Li J.X.",7403392792;57189237461;36078005300;,Effects of elastic shoe cover on running mechanics,2013,Routledge Handbook of Ergonomics in Sport and Exercise,,,,337,345,,,10.4324/9780203123355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062256333&doi=10.4324%2f9780203123355&partnerID=40&md5=69557af61a463e58030361d1b425edb5,,Physical therapy; Ergonomics,Book Chapter,Final,,Scopus,2-s2.0-85062256333
Broeder C.E.,6701603738;,"Power meter principles for optimizing testing, training and performance strategies in cycling",2013,Routledge Handbook of Ergonomics in Sport and Exercise,,,,247,263,,,10.4324/9780203123355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062256226&doi=10.4324%2f9780203123355&partnerID=40&md5=84adea07f0f240a5eb248aca81d08d26,,Physical therapy; Power meters; Ergonomics,Book Chapter,Final,,Scopus,2-s2.0-85062256226
Kong P.W.,14056310700;,Modelling and simulation in springboard diving,2013,Routledge Handbook of Ergonomics in Sport and Exercise,,,,471,478,,,10.4324/9780203123355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062256077&doi=10.4324%2f9780203123355&partnerID=40&md5=27ec5234b56ddd8b50b2b6b031faf8f6,,Physical therapy; Modelling and simulations; Ergonomics,Book Chapter,Final,,Scopus,2-s2.0-85062256077
"Schipke J.D., Donath L., Brebeck A.-K., Cleveland S.",26121434900;57215317106;57193901445;7004585131;,Environmental factors for fatigue and injury in breath-hold/ scuba diving,2013,Routledge Handbook of Ergonomics in Sport and Exercise,,,,71,91,,,10.4324/9780203123355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062256072&doi=10.4324%2f9780203123355&partnerID=40&md5=7f68f986393ec672d69ba0c1d10fe7eb,,Physical therapy; Breath holds; Environmental factors; Scuba diving; Ergonomics,Book Chapter,Final,,Scopus,2-s2.0-85062256072
"Ostojic S.M., Stojanovic M., Vukomanovic B.",8552029600;56817077400;37125312800;,The effects of functional knee bracing on injury prevention and sport performance,2013,Routledge Handbook of Ergonomics in Sport and Exercise,,,,413,422,,,10.4324/9780203123355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062255915&doi=10.4324%2f9780203123355&partnerID=40&md5=0dc1f67b92da83e6de1bf8d6d6e15198,,Physical therapy; Injury prevention; Sport performance; Ergonomics,Book Chapter,Final,,Scopus,2-s2.0-85062255915
Consiglieri L.,55886896400;,Modelling in rowing,2013,Routledge Handbook of Ergonomics in Sport and Exercise,,,,479,493,,,10.4324/9780203123355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062255888&doi=10.4324%2f9780203123355&partnerID=40&md5=f37d03dce5a7d5cc6df7032c59138b0b,,Physical therapy; Ergonomics,Book Chapter,Final,,Scopus,2-s2.0-85062255888
"Guggenheimer J., Young K., Caine D.",35106990400;57079492500;7004993083;,Effects of environmental conditions on competitive swimming performance,2013,Routledge Handbook of Ergonomics in Sport and Exercise,,,,128,148,,,10.4324/9780203123355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062254581&doi=10.4324%2f9780203123355&partnerID=40&md5=e0cf6e49640c86eb1784db8d3679d934,,Physical therapy; Environmental conditions; Swimming performance; Ergonomics,Book Chapter,Final,,Scopus,2-s2.0-85062254581
"Sperlich B., Born D.-P.",35115837600;51863360800;,The effects of environmental condition on performance in soccer,2013,Routledge Handbook of Ergonomics in Sport and Exercise,,,,149,166,,,10.4324/9780203123355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062254498&doi=10.4324%2f9780203123355&partnerID=40&md5=420df3d9635e76d6c04d56c60a300de5,,Physical therapy; Environmental conditions; Ergonomics,Book Chapter,Final,,Scopus,2-s2.0-85062254498
"McCormick M.C., Baker J.S.",46661163400;35218763300;,Resistive force selection and upper body contraction dynamics: Relationships with anaerobic cycle ergometry performance,2013,Routledge Handbook of Ergonomics in Sport and Exercise,,,,213,224,,,10.4324/9780203123355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062254321&doi=10.4324%2f9780203123355&partnerID=40&md5=f5a477e830b24596b846743905fc3df3,,Physical therapy; Resistive forces; Upper bodies; Ergonomics,Book Chapter,Final,,Scopus,2-s2.0-85062254321
"Laudner K., Lynall R.C.",6503849405;55346075000;,Protective headgear in sports,2013,Routledge Handbook of Ergonomics in Sport and Exercise,,,,459,467,,,10.4324/9780203123355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062254316&doi=10.4324%2f9780203123355&partnerID=40&md5=fe37222ff9b3364fb1fdf52457b41948,,Physical therapy; Ergonomics,Book Chapter,Final,,Scopus,2-s2.0-85062254316
Ford K.R.,7102539333;,Loading patterns on natural grass and synthetic turf in american football,2013,Routledge Handbook of Ergonomics in Sport and Exercise,,,,303,308,,,10.4324/9780203123355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062254280&doi=10.4324%2f9780203123355&partnerID=40&md5=ebd3344e58b261d4013a64a1dd268823,,Ergonomics; Physical therapy; American footballs; Loading patterns; Natural grass; Synthetic turf; Recreational facilities,Book Chapter,Final,,Scopus,2-s2.0-85062254280
Formenti F.,8889098800;,Human movement on ice surface,2013,Routledge Handbook of Ergonomics in Sport and Exercise,,,,309,322,,,10.4324/9780203123355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062254252&doi=10.4324%2f9780203123355&partnerID=40&md5=9b4c6fb970abb3bc686ec456d7b6379f,,Physical therapy; Human movements; Ice surfaces; Ergonomics,Book Chapter,Final,,Scopus,2-s2.0-85062254252
Burtscher M.,24068774300;,Effects of environmental conditions on performance in winter sports,2013,Routledge Handbook of Ergonomics in Sport and Exercise,,,,103,114,,,10.4324/9780203123355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062253976&doi=10.4324%2f9780203123355&partnerID=40&md5=842fb8ad6a6bcb06acbdcc1c679a85c4,,Physical therapy; Environmental conditions; Ergonomics,Book Chapter,Final,,Scopus,2-s2.0-85062253976
"Singh T., Koh M.",36497469700;7103399995;,"Differences in physiology, biomechanics and motor control of walking with backpack loads between children and adults",2013,Routledge Handbook of Ergonomics in Sport and Exercise,,,,190,202,,,10.4324/9780203123355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062253818&doi=10.4324%2f9780203123355&partnerID=40&md5=fc19dd19fab0877f33cda283ee170ddd,,Physical therapy; Backpack load; Motor control; Ergonomics,Book Chapter,Final,,Scopus,2-s2.0-85062253818
"Greig M., Johnson C., McNaughton L.R.",23034263700;57207186421;56246104100;,Fatigue and injury in soccer,2013,Routledge Handbook of Ergonomics in Sport and Exercise,,,,49,62,,,10.4324/9780203123355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062253768&doi=10.4324%2f9780203123355&partnerID=40&md5=fa4821a0e0271759eae039c3a5bd2c7e,,Physical therapy; Ergonomics,Book Chapter,Final,,Scopus,2-s2.0-85062253768
Frederick E.C.,7005060044;,The effects of footwear on the economy of movement,2013,Routledge Handbook of Ergonomics in Sport and Exercise,,,,386,395,,,10.4324/9780203123355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062253737&doi=10.4324%2f9780203123355&partnerID=40&md5=afa7c9e98d92616d6dd7f96ac4b357ff,,Physical therapy; Ergonomics,Book Chapter,Final,,Scopus,2-s2.0-85062253737
"Wang L., Hong Y., Li J.X.",57189237461;7403392792;36078005300;,Cushioning performance of running shoes with eva and pu midsoles during 500 km running,2013,Routledge Handbook of Ergonomics in Sport and Exercise,,,,346,352,,,10.4324/9780203123355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062253682&doi=10.4324%2f9780203123355&partnerID=40&md5=d261391690a1ec12658fbca94ab64ca3,,Physical therapy; Midsoles; Running shoes; Ergonomics,Book Chapter,Final,,Scopus,2-s2.0-85062253682
Kersting U.G.,7004594270;,The effect of alterations to calcaneal movement during running,2013,Routledge Handbook of Ergonomics in Sport and Exercise,,,,353,363,,,10.4324/9780203123355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062253676&doi=10.4324%2f9780203123355&partnerID=40&md5=11852093de6ad8bdd901eae9b25a72db,,Physical therapy; Ergonomics,Book Chapter,Final,,Scopus,2-s2.0-85062253676
"Bentley D., Deakin G., McNaughton L.R.",7101896126;6603354283;56246104100;,Resistance training and endurance performance: Physiological adaptations and recommendations for performance enhancement,2013,Routledge Handbook of Ergonomics in Sport and Exercise,,,,3,17,,,10.4324/9780203123355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062253506&doi=10.4324%2f9780203123355&partnerID=40&md5=9ce0d23c270a4f6c3fafbfb82beacbb4,,Physical therapy; Performance enhancements; Physiological adaptations; Ergonomics,Book Chapter,Final,,Scopus,2-s2.0-85062253506
"Saboori P., Sadegh A.M.",24538184900;7003857543;,Head-brain-sas biomechanics and tbi in sports and accidents,2013,Routledge Handbook of Ergonomics in Sport and Exercise,,,,494,510,,,10.4324/9780203123355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062253404&doi=10.4324%2f9780203123355&partnerID=40&md5=d56ada28d640b27edf729c9cfba57d20,,Physical therapy; Ergonomics,Book Chapter,Final,,Scopus,2-s2.0-85062253404
"Strike S., Diss C., Schoeman M.",9734020000;6508018648;55364469500;,Biomechanics of vertical jump performance in unilateral trans-tibial amputees,2013,Routledge Handbook of Ergonomics in Sport and Exercise,,,,537,548,,,10.4324/9780203123355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062253371&doi=10.4324%2f9780203123355&partnerID=40&md5=a6873aa5de61ed1677adbed6f081e3a7,,Physical therapy; Transtibial amputees; Ergonomics,Book Chapter,Final,,Scopus,2-s2.0-85062253371
Shestakov M.P.,8954760300;,Modelling and simulation in discus throw,2013,Routledge Handbook of Ergonomics in Sport and Exercise,,,,511,523,,,10.4324/9780203123355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062253195&doi=10.4324%2f9780203123355&partnerID=40&md5=d4b2f7055831265a51114548c602e640,,Physical therapy; Modelling and simulations; Ergonomics,Book Chapter,Final,,Scopus,2-s2.0-85062253195
"Ando K., Sakurai S.",57206110551;7202345349;,Development and application of wheelchair tennis fitness test for improving competitiveness,2013,Routledge Handbook of Ergonomics in Sport and Exercise,,,,557,568,,,10.4324/9780203123355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062252582&doi=10.4324%2f9780203123355&partnerID=40&md5=9cc087ec085ca36f5c89c94136d3c2af,,Physical therapy; Development and applications; Fitness tests; Ergonomics,Book Chapter,Final,,Scopus,2-s2.0-85062252582
Nolte K.,37085481300;,Three-dimensional musculoskeletal modelling of resistance training exercises,2013,Routledge Handbook of Ergonomics in Sport and Exercise,,,,524,534,,,10.4324/9780203123355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062252417&doi=10.4324%2f9780203123355&partnerID=40&md5=23c9dda32ab2972eaa775969ad3dc67e,,Physical therapy; Musculoskeletal modelling; Training exercise; Ergonomics,Book Chapter,Final,,Scopus,2-s2.0-85062252417
"Gordon R.S., Franklin K.L., Baker J.S.",12138797000;12139407800;35218763300;,Measurement of power in mechanically braked cycle ergometers for performance evaluation,2013,Routledge Handbook of Ergonomics in Sport and Exercise,,,,225,235,,,10.4324/9780203123355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062252328&doi=10.4324%2f9780203123355&partnerID=40&md5=7d3805f01febf2aae2eef3947b90321e,,Physical therapy; Cycle ergometer; Ergonomics,Book Chapter,Final,,Scopus,2-s2.0-85062252328
"Wang L., Li J.X., Hong Y.",57189237461;36078005300;7403392792;,In-shoe plantar loads during overground running,2013,Routledge Handbook of Ergonomics in Sport and Exercise,,,,283,289,,,10.4324/9780203123355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062252046&doi=10.4324%2f9780203123355&partnerID=40&md5=0d390f3ce766d1ea23de37ca16d754b4,,Physical therapy; Ergonomics,Book Chapter,Final,,Scopus,2-s2.0-85062252046
Watanabe K.,55704902500;,Biomechanical and physiological study on adaptability to cold environment,2013,Routledge Handbook of Ergonomics in Sport and Exercise,,,,92,99,,,10.4324/9780203123355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062251760&doi=10.4324%2f9780203123355&partnerID=40&md5=a9dbe6a0e1ecb4c670915b05dc330c6f,,Physical therapy; Cold environment; Ergonomics,Book Chapter,Final,,Scopus,2-s2.0-85062251760
"Hong Y., Fong D.T.-P., Li J.X.",7403392792;8274063100;36078005300;,Effect of backpack types and loads on children's mediolateral spinal posture during stair walking,2013,Routledge Handbook of Ergonomics in Sport and Exercise,,,,169,175,,,10.4324/9780203123355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062251741&doi=10.4324%2f9780203123355&partnerID=40&md5=ca0f3357d57e9e3eb19bb6ddad484122,,Physical therapy; Ergonomics,Book Chapter,Final,,Scopus,2-s2.0-85062251741
"Corrigan L., Li J.X.",55993494700;36078005300;,The effect of unilateral load carriage on the muscle activities of the trunk and lower limb of young healthy males during gait,2013,Routledge Handbook of Ergonomics in Sport and Exercise,,,,176,189,,,10.4324/9780203123355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062251728&doi=10.4324%2f9780203123355&partnerID=40&md5=9dc54abd362c581876a4693e75f8d493,,Physical therapy; Load carriage; Lower limb; Muscle activities; Ergonomics,Book Chapter,Final,,Scopus,2-s2.0-85062251728
"Karlöf L., Supej M., Holmberg H.-C.",57207186356;23989686000;7005720583;,Snow-the performance surface for alpine skiing,2013,Routledge Handbook of Ergonomics in Sport and Exercise,,,,323,333,,1,10.4324/9780203123355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050644454&doi=10.4324%2f9780203123355&partnerID=40&md5=73d140513e737101f05816320b4c4b12,,Physical therapy; Ergonomics,Book Chapter,Final,,Scopus,2-s2.0-85050644454
"Pearsall D.J., Turcotte R.A., Levangie M.C., Forget S.",7003649347;7005370829;55949278900;57207186320;,Biomechanical adaptation in ice hockey skating,2013,Routledge Handbook of Ergonomics in Sport and Exercise,,,,37,45,,5,10.4324/9780203123355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979046129&doi=10.4324%2f9780203123355&partnerID=40&md5=a471006de3a16e4b619483be0788a258,,Physical therapy; Ice hockey; Ergonomics,Book Chapter,Final,,Scopus,2-s2.0-84979046129
"Knudson D., Allen T., Choppin S.",7006172812;35191494800;36617094300;,Interaction of tennis racket design and biomechanical factors,2013,Routledge Handbook of Ergonomics in Sport and Exercise,,,,423,439,,3,10.4324/9780203123355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958872376&doi=10.4324%2f9780203123355&partnerID=40&md5=9faa2942e82797777a728e56362b7d8d,,Physical therapy; Biomechanical factors; Tennis rackets; Ergonomics,Book Chapter,Final,,Scopus,2-s2.0-84958872376
Lee K.-K.,55799131000;,Effect of shoe heel modification on shock attenuation and joint loading during extreme lunge movement in elite badminton players,2013,Routledge Handbook of Ergonomics in Sport and Exercise,,,,376,385,,1,10.4324/9780203123355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947424939&doi=10.4324%2f9780203123355&partnerID=40&md5=fa5c71cd1b1b2cdfab864ba334481460,,Physical therapy; Joint loading; Shock attenuation; Ergonomics,Book Chapter,Final,,Scopus,2-s2.0-84947424939
"Smith R.M., Dickson M.H., Colloud F.",55512736900;35800859000;57218576571;,Rowing ergometer design and lumbar stress,2013,Routledge Handbook of Ergonomics in Sport and Exercise,,,,440,458,,1,10.4324/9780203123355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946483443&doi=10.4324%2f9780203123355&partnerID=40&md5=7249e068f77d742a46f28c44ddc4c74a,,Physical therapy; Ergonomics,Book Chapter,Final,,Scopus,2-s2.0-84946483443
"Post A., Hoshizaki T.B., Brien S.",35485295300;6603664132;57197466523;,"Head injuries, measurement criteria and helmet design",2013,Routledge Handbook of Ergonomics in Sport and Exercise,,,,399,412,,3,10.4324/9780203123355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84914111642&doi=10.4324%2f9780203123355&partnerID=40&md5=bc8c4426bf31c392a7171e7a3fb1a336,,Ergonomics; Physical therapy; Head injuries; Accident prevention,Book Chapter,Final,,Scopus,2-s2.0-84914111642
"Li J., Theng Y.L., Foo S., Fernando O.N.N.",56026362600;6602765593;7102988160;35305104500;,Content analysis on user-focused support features of health support sites for geriatric depression,2013,"Proceedings - 2013 IEEE International Conference on Healthcare Informatics, ICHI 2013",,,6680498,367,375,,,10.1109/ICHI.2013.51,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893489447&doi=10.1109%2fICHI.2013.51&partnerID=40&md5=f31d433f0ccf62f70da373006da5dbd9,Geriatric depression; Human factor feature; Website content analysis,Content analysis; General description; Geriatric depressions; Health informations; Information quality; User experience; Web developers; Web site contents; Information science; Physical addresses; Geriatrics,Conference Paper,Final,,Scopus,2-s2.0-84893489447
"Caspi C.E., Dennerlein J.T., Kenwood C., Stoddard A.M., Hopcia K., Hashimoto D., Sorensen G.",55249922600;7003268401;6505978999;57198236515;6507579971;7006594763;7102982935;,Results of a pilot intervention to improve health and safety for health care workers,2013,Journal of Occupational and Environmental Medicine,55,12,,1449,1455,,21,10.1097/JOM.0b013e3182a7e65a,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890568086&doi=10.1097%2fJOM.0b013e3182a7e65a&partnerID=40&md5=53c4b3a44270c5f2cd11b36296cf7739,,"adult; advanced practice nurse; arm pain; article; biomechanics; e-mail; educational status; ergonomics; feasibility study; female; fitness; follow up; health care personnel; hospital subdivisions and components; human; intervention study; job characteristics; leg pain; low back pain; major clinical study; male; medical audit; musculoskeletal pain; neck pain; occupational health; occupational safety; patient care; physical activity; pilot study; resistance training; response time; self report; shift worker; shoulder pain; social environment; social support; staff nurse; United States; wellbeing; Adult; Female; Health Behavior; Health Knowledge, Attitudes, Practice; Health Promotion; Hospitals; Human Engineering; Humans; Male; Middle Aged; Motor Activity; Moving and Lifting Patients; Musculoskeletal Pain; Nursing Staff, Hospital; Occupational Diseases; Occupational Health; Physical Fitness; Pilot Projects; Social Support",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84890568086
"Tangwen Y., Shan F.",42962464100;54785246700;,Ergonomic evaluation of aircraft cockpit based on model-predictive control,2013,"Proceedings - 5th International Conference on Computational Intelligence and Communication Networks, CICN 2013",,,6658069,607,612,,1,10.1109/CICN.2013.133,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892631883&doi=10.1109%2fCICN.2013.133&partnerID=40&md5=8cdcd0be040b3c3dc2f96b868da8b828,Aircraft Cockpit; Behavioral Decision Making; Ergonomic Evaluation; Flight Safety; Human-Machine System; Model-Predictive Control,Active constraints; Behavioral decision makings; Ergonomic evaluation; Flight safety; Handling constraints; Human-machine systems; Optimization solvers; Physical limitations; Aircraft; Artificial intelligence; Cockpits (aircraft); Decision making; Ergonomics; Physiological models; Model predictive control,Conference Paper,Final,,Scopus,2-s2.0-84892631883
"Raudenska J., Javurkova A., Kozak J.",6603213097;6602982708;7102937227;,Fear of pain and movement in a patient with musculoskeletal chronic pain,2013,Neuroendocrinology Letters,34,6,,514,517,,5,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893106081&partnerID=40&md5=1ffa3cf92b06a5598f133e67f702ba5a,Chronic pain; Cognitive-behavioural therapy; Fear associated with pain,analgesic agent; adult; analgesia; article; avoidance behavior; backache; Beck Depression Inventory; biomechanics; case report; case study; chronic pain; cognitive therapy; ergonomics; fear; functional disease; headache; health education; human; instrumental conditioning; leg pain; leisure; male; married person; medical care; movement (physiology); muscle weakness; musculoskeletal pain; parttime employment; personal experience; phobia; physical performance; physician; physiotherapist; psychologic assessment; psychotherapist; reinforcement; relapse; shopping; skill; social behavior; social bonding; swimming; visual analog scale; walking; Adult; Chronic Pain; Cognitive Therapy; Fear; Humans; Male; Musculoskeletal Pain; Pain Management; Social Behavior; Treatment Outcome,Article,Final,,Scopus,2-s2.0-84893106081
"Rasmussen C.D.N., Holtermann A., Mortensen O.S., Søgaard K., Jørgensen M.B.",36703136600;6507009913;6603930101;6603791107;25027321300;,Prevention of low back pain and its consequences among nurses' aides in elderly care: A stepped-wedge multi-faceted cluster-randomized controlled trial,2013,BMC Public Health,13,1,1088,,,,43,10.1186/1471-2458-13-1088,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887863833&doi=10.1186%2f1471-2458-13-1088&partnerID=40&md5=2505b24204fd66585afd7d4dce0ba57b,Cognitive behavioral training; Health care workers; Musculoskeletal disorders; Participatory ergonomics; Physical training; Workplace intervention,"adult; article; bioengineering; cluster analysis; cognitive therapy; comparative study; controlled clinical trial; controlled study; Denmark; female; follow up; geriatrics; human; intervention study; low back pain; male; methodology; middle aged; multicenter study; multimodality cancer therapy; multivariate analysis; nursing assistant; occupational disease; occupational therapy; patient lifting; physiotherapy; primary prevention; randomized controlled trial; statistical model; treatment outcome; very elderly; Adult; Aged, 80 and over; Cluster Analysis; Cognitive Therapy; Combined Modality Therapy; Denmark; Female; Follow-Up Studies; Geriatrics; Human Engineering; Humans; Intervention Studies; Linear Models; Low Back Pain; Male; Middle Aged; Moving and Lifting Patients; Multivariate Analysis; Nurses' Aides; Occupational Diseases; Occupational Therapy; Physical Therapy Modalities; Primary Prevention; Treatment Outcome",Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-84887863833
"Mo S.W., Xu D.-Q., Li J.X., Liu M.",57196009889;55928391700;55917966700;55928845300;,"Effect of backpack load on the head, cervical spine and shoulder postures in children during gait termination",2013,Ergonomics,56,12,,1908,1916,,9,10.1080/00140139.2013.851281,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890437954&doi=10.1080%2f00140139.2013.851281&partnerID=40&md5=763d35835e786bf9046d2f5cf34d9aae,backpack; children; gait termination; load; posture,backpack; Cervical spine; children; Descriptive studies; Forward head posture; Gait termination; posture; Sagittal plane; Ergonomics; Loading; Physical therapy; Gait analysis; article; biomechanics; body posture; cervical spine; child; gait; head; human; male; physiology; shoulder; weight bearing; Cervical Vertebrae; Child; Gait; Head; Humans; Lifting; Male; Posture; Shoulder; Weight-Bearing,Article,Final,,Scopus,2-s2.0-84890437954
"Parry S., Straker L., Gilson N.D., Smith A.J.",56368372700;57210379749;6602734112;7406756140;,Participatory workplace interventions can reduce sedentary time for office workers - A randomised controlled trial,2013,PLoS ONE,8,11, e78957,,,,88,10.1371/journal.pone.0078957,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893367273&doi=10.1371%2fjournal.pone.0078957&partnerID=40&md5=ca63e60960714639741c6fa1e4fee032,,accelerometry; adult; aged; article; Australia; controlled study; ergonomics; female; human; job stress; male; occupational therapy; office worker; participatory workplace intervention; physical activity; randomized controlled trial; work capacity; work environment; work schedule; working time; Adult; Aged; Behavior; Female; Health Promotion; Humans; Male; Middle Aged; Motor Activity; Outcome Assessment (Health Care); Sedentary Lifestyle; Time Factors; Workplace; Young Adult,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-84893367273
